"Trial","Condition","Talker","Target","AuditoryProbe1","AuditoryProbe2","AuditoryProbe3","AuditoryProbe4","AuditoryProbe5","AuditoryProbe6","AuditoryProbe7","AuditoryProbe8","AuditoryProbe9","AuditoryProbe10","AuditoryProbe11","AuditoryProbe12","AuditoryProbe13","AuditoryProbe14","AuditoryProbe15","AuditoryProbe16"
1,"Blocked","Female","ball","F_done.wav","F_ball.wav","F_jolt.wav","F_ball.wav","F_jolt.wav","F_greet.wav","F_greet.wav","F_ball.wav","F_dime.wav","F_bluff.wav","F_park.wav","F_jolt.wav","F_ball.wav","F_jaw.wav","F_knife.wav","F_jaw.wav"
2,"Blocked","Female","ball","F_knife.wav","F_reek.wav","F_ball.wav","F_bluff.wav","F_ball.wav","F_reek.wav","F_ball.wav","F_greet.wav","F_ball.wav","F_dime.wav","F_gnash.wav","F_dime.wav","F_park.wav","F_lash.wav","F_lash.wav","F_lash.wav"
3,"Blocked","Female","ball","F_romp.wav","F_jolt.wav","F_jolt.wav","F_jolt.wav","F_dime.wav","F_ball.wav","F_park.wav","F_depth.wav","F_gnash.wav","F_ball.wav","F_bluff.wav","F_ball.wav","F_priest.wav","F_ball.wav","F_reek.wav","F_reek.wav"
4,"Blocked","Female","ball","F_knife.wav","F_reek.wav","F_ball.wav","F_dime.wav","F_romp.wav","F_knife.wav","F_jolt.wav","F_ball.wav","F_done.wav","F_ball.wav","F_lash.wav","F_bluff.wav","F_priest.wav","F_greet.wav","F_ball.wav","F_depth.wav"
5,"Blocked","Female","ball","F_cad.wav","F_ball.wav","F_lash.wav","F_ball.wav","F_lash.wav","F_jolt.wav","F_cave.wav","F_greet.wav","F_ball.wav","F_gnash.wav","F_reek.wav","F_park.wav","F_ball.wav","F_bluff.wav","F_tile.wav","F_gnash.wav"
6,"Blocked","Female","ball","F_done.wav","F_knife.wav","F_jaw.wav","F_ball.wav","F_depth.wav","F_knife.wav","F_ball.wav","F_bluff.wav","F_ball.wav","F_cad.wav","F_done.wav","F_lash.wav","F_lash.wav","F_ball.wav","F_romp.wav","F_park.wav"
7,"Blocked","Female","cave","F_priest.wav","F_romp.wav","F_cave.wav","F_greet.wav","F_cling.wav","F_cling.wav","F_cave.wav","F_greet.wav","F_bluff.wav","F_cling.wav","F_cave.wav","F_gnash.wav","F_dime.wav","F_cave.wav","F_cling.wav","F_depth.wav"
8,"Blocked","Female","cave","F_jolt.wav","F_cave.wav","F_knife.wav","F_romp.wav","F_cave.wav","F_jolt.wav","F_cave.wav","F_tile.wav","F_depth.wav","F_ball.wav","F_gnash.wav","F_jolt.wav","F_cave.wav","F_jolt.wav","F_tile.wav","F_jaw.wav"
9,"Blocked","Female","cave","F_dime.wav","F_cave.wav","F_reek.wav","F_cave.wav","F_romp.wav","F_cad.wav","F_park.wav","F_cave.wav","F_ball.wav","F_lash.wav","F_cad.wav","F_cave.wav","F_done.wav","F_gnash.wav","F_jolt.wav","F_reek.wav"
10,"Blocked","Female","cave","F_depth.wav","F_jaw.wav","F_lash.wav","F_cave.wav","F_lash.wav","F_cave.wav","F_dime.wav","F_reek.wav","F_cave.wav","F_dime.wav","F_bluff.wav","F_greet.wav","F_cave.wav","F_cling.wav","F_cling.wav","F_jolt.wav"
11,"Blocked","Female","cave","F_cling.wav","F_cave.wav","F_park.wav","F_reek.wav","F_cave.wav","F_priest.wav","F_cling.wav","F_cling.wav","F_cave.wav","F_jolt.wav","F_cave.wav","F_park.wav","F_greet.wav","F_knife.wav","F_dime.wav","F_tile.wav"
