"Trial","Condition","Talker","Target","AuditoryProbe1","AuditoryProbe2","AuditoryProbe3","AuditoryProbe4","AuditoryProbe5","AuditoryProbe6","AuditoryProbe7","AuditoryProbe8","AuditoryProbe9","AuditoryProbe10","AuditoryProbe11","AuditoryProbe12","AuditoryProbe13","AuditoryProbe14","AuditoryProbe15","AuditoryProbe16"
1,"Blocked","Female","ball","F_park.wav","F_ball.wav","F_romp.wav","F_bluff.wav","F_knife.wav","F_jolt.wav","F_bluff.wav","F_priest.wav","F_ball.wav","F_park.wav","F_ball.wav","F_priest.wav","F_ball.wav","F_jolt.wav","F_reek.wav","F_jolt.wav"
2,"Blocked","Female","ball","F_knife.wav","F_ball.wav","F_greet.wav","F_ball.wav","F_depth.wav","F_romp.wav","F_depth.wav","F_depth.wav","F_romp.wav","F_ball.wav","F_dime.wav","F_reek.wav","F_dime.wav","F_ball.wav","F_greet.wav","F_jaw.wav"
3,"Blocked","Female","ball","F_jolt.wav","F_jaw.wav","F_ball.wav","F_bluff.wav","F_knife.wav","F_ball.wav","F_knife.wav","F_gnash.wav","F_jolt.wav","F_ball.wav","F_greet.wav","F_ball.wav","F_bluff.wav","F_knife.wav","F_park.wav","F_park.wav"
4,"Blocked","Female","ball","F_greet.wav","F_dime.wav","F_depth.wav","F_reek.wav","F_knife.wav","F_bluff.wav","F_ball.wav","F_gnash.wav","F_ball.wav","F_reek.wav","F_gnash.wav","F_priest.wav","F_ball.wav","F_priest.wav","F_ball.wav","F_greet.wav"
5,"Blocked","Female","ball","F_jaw.wav","F_reek.wav","F_ball.wav","F_reek.wav","F_ball.wav","F_greet.wav","F_lash.wav","F_cling.wav","F_ball.wav","F_bluff.wav","F_jolt.wav","F_park.wav","F_priest.wav","F_ball.wav","F_cad.wav","F_greet.wav"
6,"Blocked","Female","ball","F_lash.wav","F_greet.wav","F_cling.wav","F_ball.wav","F_lash.wav","F_jaw.wav","F_reek.wav","F_ball.wav","F_dime.wav","F_ball.wav","F_knife.wav","F_greet.wav","F_ball.wav","F_park.wav","F_jolt.wav","F_bluff.wav"
7,"Blocked","Female","cave","F_dime.wav","F_park.wav","F_cave.wav","F_lash.wav","F_greet.wav","F_bluff.wav","F_cave.wav","F_park.wav","F_park.wav","F_park.wav","F_cave.wav","F_park.wav","F_cad.wav","F_priest.wav","F_cave.wav","F_jolt.wav"
8,"Blocked","Female","cave","F_gnash.wav","F_cave.wav","F_knife.wav","F_gnash.wav","F_cad.wav","F_cave.wav","F_bluff.wav","F_knife.wav","F_romp.wav","F_reek.wav","F_cave.wav","F_greet.wav","F_cave.wav","F_park.wav","F_jaw.wav","F_romp.wav"
9,"Blocked","Female","cave","F_lash.wav","F_cave.wav","F_reek.wav","F_park.wav","F_jolt.wav","F_cad.wav","F_jolt.wav","F_cave.wav","F_jaw.wav","F_cave.wav","F_cling.wav","F_depth.wav","F_cave.wav","F_knife.wav","F_park.wav","F_cad.wav"
10,"Blocked","Female","cave","F_lash.wav","F_bluff.wav","F_cave.wav","F_lash.wav","F_depth.wav","F_bluff.wav","F_knife.wav","F_cave.wav","F_jaw.wav","F_bluff.wav","F_cave.wav","F_priest.wav","F_gnash.wav","F_depth.wav","F_cave.wav","F_park.wav"
11,"Blocked","Female","cave","F_jaw.wav","F_park.wav","F_cave.wav","F_jaw.wav","F_bluff.wav","F_jolt.wav","F_bluff.wav","F_gnash.wav","F_cling.wav","F_cling.wav","F_cave.wav","F_jaw.wav","F_cave.wav","F_lash.wav","F_cave.wav","F_depth.wav"
12,"Blocked","Female","cave","F_cling.wav","F_lash.wav","F_cave.wav","F_jolt.wav","F_park.wav","F_gnash.wav","F_bluff.wav","F_cave.wav","F_cad.wav","F_cave.wav","F_cad.wav","F_park.wav","F_cave.wav","F_park.wav","F_jaw.wav","F_gnash.wav"
13,"Blocked","Female","tile","F_park.wav","F_cad.wav","F_gnash.wav","F_priest.wav","F_tile.wav","F_romp.wav","F_tile.wav","F_greet.wav","F_jaw.wav","F_bluff.wav","F_tile.wav","F_bluff.wav","F_tile.wav","F_lash.wav","F_cling.wav","F_knife.wav"
14,"Blocked","Female","tile","F_park.wav","F_depth.wav","F_tile.wav","F_dime.wav","F_dime.wav","F_tile.wav","F_greet.wav","F_cad.wav","F_tile.wav","F_gnash.wav","F_priest.wav","F_tile.wav","F_cling.wav","F_cling.wav","F_park.wav","F_priest.wav"
15,"Blocked","Female","tile","F_priest.wav","F_lash.wav","F_priest.wav","F_park.wav","F_depth.wav","F_tile.wav","F_jaw.wav","F_tile.wav","F_jolt.wav","F_dime.wav","F_gnash.wav","F_tile.wav","F_knife.wav","F_reek.wav","F_tile.wav","F_cling.wav"
16,"Blocked","Female","tile","F_knife.wav","F_reek.wav","F_tile.wav","F_jolt.wav","F_park.wav","F_tile.wav","F_jaw.wav","F_jolt.wav","F_dime.wav","F_bluff.wav","F_tile.wav","F_park.wav","F_lash.wav","F_park.wav","F_tile.wav","F_priest.wav"
17,"Blocked","Female","tile","F_romp.wav","F_depth.wav","F_tile.wav","F_bluff.wav","F_cad.wav","F_gnash.wav","F_tile.wav","F_bluff.wav","F_park.wav","F_gnash.wav","F_jaw.wav","F_tile.wav","F_reek.wav","F_greet.wav","F_tile.wav","F_dime.wav"
18,"Blocked","Female","tile","F_cad.wav","F_reek.wav","F_tile.wav","F_park.wav","F_depth.wav","F_lash.wav","F_depth.wav","F_tile.wav","F_lash.wav","F_bluff.wav","F_tile.wav","F_priest.wav","F_tile.wav","F_priest.wav","F_priest.wav","F_park.wav"
19,"Blocked","Female","done","F_park.wav","F_gnash.wav","F_reek.wav","F_priest.wav","F_jolt.wav","F_dime.wav","F_jolt.wav","F_done.wav","F_lash.wav","F_done.wav","F_greet.wav","F_done.wav","F_cling.wav","F_jolt.wav","F_done.wav","F_reek.wav"
20,"Blocked","Female","done","F_jolt.wav","F_romp.wav","F_done.wav","F_depth.wav","F_dime.wav","F_bluff.wav","F_cad.wav","F_cling.wav","F_done.wav","F_knife.wav","F_dime.wav","F_done.wav","F_cad.wav","F_done.wav","F_romp.wav","F_dime.wav"
21,"Blocked","Female","done","F_reek.wav","F_done.wav","F_dime.wav","F_done.wav","F_park.wav","F_bluff.wav","F_gnash.wav","F_park.wav","F_gnash.wav","F_done.wav","F_greet.wav","F_cling.wav","F_done.wav","F_romp.wav","F_greet.wav","F_depth.wav"
22,"Blocked","Female","done","F_priest.wav","F_romp.wav","F_done.wav","F_greet.wav","F_jaw.wav","F_done.wav","F_reek.wav","F_priest.wav","F_done.wav","F_jolt.wav","F_park.wav","F_priest.wav","F_done.wav","F_dime.wav","F_reek.wav","F_reek.wav"
