"Trial","Condition","Talker","Target","AuditoryProbe1","AuditoryProbe2","AuditoryProbe3","AuditoryProbe4","AuditoryProbe5","AuditoryProbe6","AuditoryProbe7","AuditoryProbe8","AuditoryProbe9","AuditoryProbe10","AuditoryProbe11","AuditoryProbe12","AuditoryProbe13","AuditoryProbe14","AuditoryProbe15","AuditoryProbe16"
1,"Mixed","Male","ball","M_romp.wav","M_cave.wav","F_bluff.wav","M_ball.wav","F_park.wav","F_cling.wav","F_lash.wav","F_tile.wav","M_ball.wav","M_cling.wav","M_ball.wav","F_jolt.wav","M_depth.wav","F_lash.wav","M_ball.wav","F_gnash.wav"
2,"Mixed","Male","ball","F_cling.wav","F_depth.wav","M_ball.wav","F_bluff.wav","M_ball.wav","F_gnash.wav","F_dime.wav","M_ball.wav","F_lash.wav","M_gnash.wav","F_knife.wav","M_reek.wav","M_done.wav","F_romp.wav","M_ball.wav","M_cling.wav"
3,"Mixed","Male","ball","M_dime.wav","M_jaw.wav","M_ball.wav","M_cad.wav","F_jaw.wav","M_dime.wav","M_ball.wav","F_knife.wav","F_cling.wav","M_ball.wav","F_greet.wav","F_depth.wav","F_jolt.wav","M_ball.wav","F_dime.wav","F_dime.wav"
4,"Mixed","Male","ball","M_cling.wav","F_reek.wav","M_ball.wav","M_dime.wav","M_ball.wav","F_greet.wav","F_priest.wav","F_reek.wav","F_tile.wav","F_dime.wav","M_jaw.wav","F_cave.wav","M_ball.wav","F_cling.wav","M_ball.wav","M_depth.wav"
5,"Mixed","Male","ball","F_jolt.wav","F_reek.wav","M_ball.wav","F_lash.wav","M_cad.wav","M_ball.wav","F_knife.wav","F_jaw.wav","M_cad.wav","M_ball.wav","F_cad.wav","M_ball.wav","M_depth.wav","M_romp.wav","F_gnash.wav","F_park.wav"
6,"Mixed","Male","ball","F_jaw.wav","F_romp.wav","M_ball.wav","F_knife.wav","M_ball.wav","F_gnash.wav","M_ball.wav","F_greet.wav","F_romp.wav","F_jaw.wav","M_cad.wav","M_ball.wav","M_lash.wav","F_romp.wav","M_lash.wav","M_cling.wav"
7,"Mixed","Female","ball","M_greet.wav","F_bluff.wav","F_jolt.wav","F_jaw.wav","F_ball.wav","M_park.wav","M_knife.wav","M_done.wav","F_ball.wav","M_cling.wav","M_romp.wav","F_ball.wav","M_dime.wav","M_reek.wav","F_ball.wav","F_gnash.wav"
8,"Mixed","Female","ball","F_park.wav","M_cling.wav","F_bluff.wav","M_park.wav","F_knife.wav","M_park.wav","M_jaw.wav","F_ball.wav","M_park.wav","F_ball.wav","M_reek.wav","F_ball.wav","M_cling.wav","F_ball.wav","F_gnash.wav","M_park.wav"
9,"Mixed","Female","ball","M_cad.wav","M_cave.wav","F_ball.wav","M_priest.wav","F_cad.wav","F_ball.wav","F_jolt.wav","M_park.wav","F_depth.wav","M_cave.wav","F_cling.wav","F_ball.wav","M_tile.wav","F_ball.wav","M_priest.wav","M_reek.wav"
10,"Mixed","Female","ball","M_lash.wav","F_priest.wav","M_done.wav","F_ball.wav","M_cling.wav","F_ball.wav","F_bluff.wav","F_ball.wav","F_done.wav","M_gnash.wav","M_knife.wav","F_greet.wav","F_ball.wav","M_greet.wav","M_depth.wav","M_tile.wav"
