"Trial","Condition","Talker","Target","AuditoryProbe1","AuditoryProbe2","AuditoryProbe3","AuditoryProbe4","AuditoryProbe5","AuditoryProbe6","AuditoryProbe7","AuditoryProbe8","AuditoryProbe9","AuditoryProbe10","AuditoryProbe11","AuditoryProbe12","AuditoryProbe13","AuditoryProbe14","AuditoryProbe15","AuditoryProbe16"
1,"Blocked","Female","ball","F_knife.wav","F_knife.wav","F_cling.wav","F_ball.wav","F_jaw.wav","F_ball.wav","F_romp.wav","F_depth.wav","F_priest.wav","F_cad.wav","F_ball.wav","F_cad.wav","F_knife.wav","F_ball.wav","F_depth.wav","F_dime.wav"
2,"Blocked","Female","ball","F_cad.wav","F_dime.wav","F_reek.wav","F_ball.wav","F_bluff.wav","F_cling.wav","F_ball.wav","F_priest.wav","F_priest.wav","F_ball.wav","F_priest.wav","F_knife.wav","F_ball.wav","F_dime.wav","F_jaw.wav","F_depth.wav"
3,"Blocked","Female","ball","F_depth.wav","F_cling.wav","F_depth.wav","F_knife.wav","F_jolt.wav","F_romp.wav","F_romp.wav","F_ball.wav","F_jolt.wav","F_ball.wav","F_greet.wav","F_greet.wav","F_ball.wav","F_priest.wav","F_ball.wav","F_gnash.wav"
4,"Blocked","Female","ball","F_jolt.wav","F_ball.wav","F_bluff.wav","F_priest.wav","F_priest.wav","F_dime.wav","F_cad.wav","F_depth.wav","F_bluff.wav","F_ball.wav","F_cad.wav","F_ball.wav","F_cad.wav","F_romp.wav","F_ball.wav","F_knife.wav"
5,"Blocked","Female","ball","F_priest.wav","F_dime.wav","F_ball.wav","F_jaw.wav","F_ball.wav","F_jaw.wav","F_romp.wav","F_ball.wav","F_knife.wav","F_lash.wav","F_park.wav","F_ball.wav","F_priest.wav","F_dime.wav","F_cad.wav","F_lash.wav"
6,"Blocked","Female","ball","F_bluff.wav","F_lash.wav","F_lash.wav","F_priest.wav","F_ball.wav","F_park.wav","F_gnash.wav","F_priest.wav","F_park.wav","F_ball.wav","F_dime.wav","F_ball.wav","F_jolt.wav","F_ball.wav","F_greet.wav","F_lash.wav"
7,"Blocked","Female","cave","F_depth.wav","F_cad.wav","F_cave.wav","F_cling.wav","F_depth.wav","F_bluff.wav","F_cave.wav","F_park.wav","F_cave.wav","F_jaw.wav","F_jolt.wav","F_greet.wav","F_jaw.wav","F_cling.wav","F_cave.wav","F_depth.wav"
8,"Blocked","Female","cave","F_depth.wav","F_jolt.wav","F_cave.wav","F_depth.wav","F_priest.wav","F_cave.wav","F_gnash.wav","F_gnash.wav","F_depth.wav","F_cave.wav","F_reek.wav","F_jolt.wav","F_cad.wav","F_cave.wav","F_cad.wav","F_lash.wav"
9,"Blocked","Female","cave","F_reek.wav","F_priest.wav","F_jolt.wav","F_gnash.wav","F_cave.wav","F_park.wav","F_cave.wav","F_depth.wav","F_cad.wav","F_depth.wav","F_bluff.wav","F_reek.wav","F_cave.wav","F_jaw.wav","F_cave.wav","F_knife.wav"
10,"Blocked","Female","cave","F_reek.wav","F_cave.wav","F_lash.wav","F_gnash.wav","F_bluff.wav","F_cave.wav","F_depth.wav","F_cave.wav","F_depth.wav","F_cave.wav","F_priest.wav","F_priest.wav","F_lash.wav","F_gnash.wav","F_park.wav","F_jaw.wav"
11,"Blocked","Female","cave","F_reek.wav","F_cling.wav","F_cave.wav","F_lash.wav","F_greet.wav","F_lash.wav","F_reek.wav","F_cave.wav","F_greet.wav","F_priest.wav","F_cave.wav","F_dime.wav","F_cave.wav","F_park.wav","F_reek.wav","F_gnash.wav"
12,"Blocked","Female","cave","F_knife.wav","F_knife.wav","F_depth.wav","F_dime.wav","F_cave.wav","F_jolt.wav","F_park.wav","F_cave.wav","F_priest.wav","F_gnash.wav","F_cave.wav","F_romp.wav","F_cave.wav","F_park.wav","F_cad.wav","F_jaw.wav"
13,"Blocked","Female","tile","F_park.wav","F_park.wav","F_cling.wav","F_knife.wav","F_romp.wav","F_tile.wav","F_depth.wav","F_tile.wav","F_knife.wav","F_jaw.wav","F_gnash.wav","F_tile.wav","F_gnash.wav","F_tile.wav","F_gnash.wav","F_lash.wav"
14,"Blocked","Female","tile","F_lash.wav","F_park.wav","F_tile.wav","F_gnash.wav","F_romp.wav","F_park.wav","F_tile.wav","F_reek.wav","F_lash.wav","F_depth.wav","F_cad.wav","F_tile.wav","F_priest.wav","F_priest.wav","F_tile.wav","F_depth.wav"
15,"Blocked","Female","tile","F_jolt.wav","F_tile.wav","F_priest.wav","F_greet.wav","F_tile.wav","F_cad.wav","F_jaw.wav","F_tile.wav","F_knife.wav","F_knife.wav","F_greet.wav","F_gnash.wav","F_cad.wav","F_tile.wav","F_jaw.wav","F_reek.wav"
16,"Blocked","Female","tile","F_cad.wav","F_park.wav","F_tile.wav","F_romp.wav","F_tile.wav","F_greet.wav","F_tile.wav","F_cad.wav","F_priest.wav","F_greet.wav","F_knife.wav","F_knife.wav","F_tile.wav","F_lash.wav","F_knife.wav","F_reek.wav"
17,"Blocked","Female","tile","F_cad.wav","F_tile.wav","F_bluff.wav","F_gnash.wav","F_jolt.wav","F_tile.wav","F_lash.wav","F_knife.wav","F_romp.wav","F_tile.wav","F_jaw.wav","F_cling.wav","F_knife.wav","F_jaw.wav","F_tile.wav","F_cling.wav"
18,"Blocked","Female","tile","F_cad.wav","F_cling.wav","F_tile.wav","F_gnash.wav","F_tile.wav","F_knife.wav","F_gnash.wav","F_cad.wav","F_greet.wav","F_bluff.wav","F_bluff.wav","F_tile.wav","F_gnash.wav","F_gnash.wav","F_tile.wav","F_jolt.wav"
19,"Blocked","Female","done","F_jaw.wav","F_gnash.wav","F_cling.wav","F_greet.wav","F_done.wav","F_dime.wav","F_jaw.wav","F_done.wav","F_jolt.wav","F_priest.wav","F_romp.wav","F_done.wav","F_gnash.wav","F_cad.wav","F_done.wav","F_depth.wav"
20,"Blocked","Female","done","F_gnash.wav","F_done.wav","F_priest.wav","F_done.wav","F_cling.wav","F_knife.wav","F_reek.wav","F_park.wav","F_gnash.wav","F_jaw.wav","F_knife.wav","F_done.wav","F_park.wav","F_reek.wav","F_done.wav","F_bluff.wav"
