"Trial","Condition","Talker","Target","AuditoryProbe1","AuditoryProbe2","AuditoryProbe3","AuditoryProbe4","AuditoryProbe5","AuditoryProbe6","AuditoryProbe7","AuditoryProbe8","AuditoryProbe9","AuditoryProbe10","AuditoryProbe11","AuditoryProbe12","AuditoryProbe13","AuditoryProbe14","AuditoryProbe15","AuditoryProbe16"
1,"Mixed","both","ball","M_knife.wav","M_greet.wav","F_ball.wav","M_jolt.wav","F_knife.wav","F_cling.wav","F_priest.wav","F_ball.wav","F_lash.wav","M_jolt.wav","M_ball.wav","F_lash.wav","M_dime.wav","M_ball.wav","M_reek.wav","F_cling.wav"
2,"Mixed","both","ball","F_park.wav","M_ball.wav","F_cling.wav","M_dime.wav","F_ball.wav","M_dime.wav","M_romp.wav","M_knife.wav","M_ball.wav","F_depth.wav","F_reek.wav","F_romp.wav","F_ball.wav","F_bluff.wav","M_jaw.wav","M_jaw.wav"
3,"Mixed","both","ball","F_gnash.wav","F_jaw.wav","F_park.wav","M_ball.wav","M_cling.wav","F_ball.wav","M_romp.wav","F_gnash.wav","M_bluff.wav","M_ball.wav","F_gnash.wav","M_cling.wav","M_cad.wav","F_ball.wav","M_park.wav","F_cad.wav"
4,"Mixed","both","ball","F_park.wav","F_ball.wav","M_dime.wav","M_jolt.wav","M_jaw.wav","F_dime.wav","M_cling.wav","M_ball.wav","M_dime.wav","F_lash.wav","F_jolt.wav","M_ball.wav","M_depth.wav","F_jolt.wav","F_ball.wav","F_park.wav"
5,"Mixed","both","ball","F_cling.wav","F_ball.wav","M_reek.wav","M_ball.wav","M_greet.wav","F_cling.wav","F_priest.wav","F_greet.wav","M_greet.wav","M_park.wav","F_ball.wav","F_knife.wav","M_bluff.wav","F_cad.wav","M_ball.wav","M_priest.wav"
6,"Mixed","both","ball","M_dime.wav","M_ball.wav","M_park.wav","M_gnash.wav","F_bluff.wav","M_cad.wav","M_ball.wav","F_park.wav","F_ball.wav","F_reek.wav","M_priest.wav","M_romp.wav","F_gnash.wav","F_ball.wav","F_priest.wav","F_priest.wav"
7,"Mixed","both","ball","F_cling.wav","F_cling.wav","M_park.wav","M_knife.wav","M_romp.wav","M_ball.wav","F_jaw.wav","F_ball.wav","F_romp.wav","F_reek.wav","M_knife.wav","M_ball.wav","F_greet.wav","M_greet.wav","F_ball.wav","M_reek.wav"
8,"Mixed","both","ball","M_lash.wav","F_park.wav","F_cad.wav","F_gnash.wav","M_ball.wav","F_dime.wav","M_romp.wav","F_ball.wav","M_dime.wav","M_priest.wav","F_dime.wav","F_ball.wav","M_jolt.wav","F_depth.wav","M_ball.wav","M_gnash.wav"
9,"Mixed","both","ball","M_bluff.wav","M_ball.wav","F_greet.wav","M_jaw.wav","F_knife.wav","F_dime.wav","F_ball.wav","M_jolt.wav","F_ball.wav","F_knife.wav","F_dime.wav","F_romp.wav","M_lash.wav","M_ball.wav","M_park.wav","M_jaw.wav"
10,"Mixed","both","ball","M_priest.wav","F_jolt.wav","F_romp.wav","F_reek.wav","F_cad.wav","M_knife.wav","M_jolt.wav","M_ball.wav","F_lash.wav","F_ball.wav","M_lash.wav","M_jaw.wav","M_ball.wav","F_knife.wav","F_ball.wav","M_knife.wav"
11,"Mixed","both","ball","F_jolt.wav","M_depth.wav","M_ball.wav","M_dime.wav","F_ball.wav","M_jolt.wav","F_ball.wav","F_romp.wav","M_lash.wav","M_reek.wav","F_priest.wav","F_lash.wav","F_depth.wav","M_reek.wav","M_ball.wav","F_cad.wav"
12,"Mixed","both","ball","M_depth.wav","F_romp.wav","F_bluff.wav","M_cad.wav","F_reek.wav","M_cad.wav","M_ball.wav","F_bluff.wav","M_dime.wav","M_ball.wav","M_jolt.wav","F_ball.wav","F_priest.wav","F_ball.wav","M_priest.wav","F_knife.wav"
13,"Mixed","both","cave","F_knife.wav","F_cave.wav","M_priest.wav","M_priest.wav","F_lash.wav","F_gnash.wav","F_cave.wav","F_bluff.wav","M_cave.wav","M_reek.wav","F_reek.wav","M_cave.wav","M_jaw.wav","M_jolt.wav","F_reek.wav","M_knife.wav"
14,"Mixed","both","cave","F_dime.wav","F_reek.wav","M_priest.wav","M_cave.wav","F_jaw.wav","F_gnash.wav","M_jolt.wav","F_cad.wav","M_depth.wav","F_cave.wav","M_priest.wav","M_cave.wav","M_cling.wav","F_cave.wav","M_romp.wav","F_jolt.wav"
15,"Mixed","both","cave","M_reek.wav","F_jolt.wav","M_cave.wav","M_cad.wav","F_romp.wav","M_dime.wav","M_bluff.wav","M_park.wav","F_cave.wav","F_dime.wav","F_cave.wav","F_greet.wav","M_knife.wav","F_cling.wav","M_cave.wav","F_bluff.wav"
16,"Mixed","both","cave","M_knife.wav","M_cave.wav","F_jolt.wav","F_romp.wav","F_cave.wav","F_dime.wav","M_cave.wav","M_lash.wav","M_gnash.wav","M_park.wav","F_cave.wav","F_jaw.wav","F_reek.wav","F_cad.wav","M_romp.wav","M_depth.wav"
17,"Mixed","both","cave","M_lash.wav","F_romp.wav","F_dime.wav","M_cave.wav","F_reek.wav","F_romp.wav","M_cave.wav","M_gnash.wav","F_cave.wav","M_gnash.wav","F_knife.wav","M_romp.wav","F_cave.wav","M_park.wav","M_bluff.wav","F_bluff.wav"
18,"Mixed","both","cave","M_depth.wav","F_priest.wav","M_cad.wav","F_cave.wav","M_cling.wav","M_knife.wav","M_cling.wav","M_jolt.wav","M_cave.wav","F_jaw.wav","F_cave.wav","F_priest.wav","M_cave.wav","F_lash.wav","F_lash.wav","F_jaw.wav"
19,"Mixed","both","cave","F_priest.wav","M_jaw.wav","F_priest.wav","F_cling.wav","F_romp.wav","F_cad.wav","M_lash.wav","F_cave.wav","M_lash.wav","M_cave.wav","M_knife.wav","M_cave.wav","F_depth.wav","M_lash.wav","F_cave.wav","M_bluff.wav"
20,"Mixed","both","cave","F_jolt.wav","F_cave.wav","F_park.wav","M_dime.wav","M_greet.wav","M_cave.wav","F_knife.wav","F_cave.wav","M_greet.wav","F_dime.wav","F_depth.wav","M_jaw.wav","M_cave.wav","F_bluff.wav","M_greet.wav","M_greet.wav"
21,"Mixed","both","cave","F_jaw.wav","M_cave.wav","M_knife.wav","F_jaw.wav","M_park.wav","M_dime.wav","F_priest.wav","F_bluff.wav","M_dime.wav","F_cave.wav","M_reek.wav","F_cave.wav","M_priest.wav","F_priest.wav","M_cave.wav","F_reek.wav"
22,"Mixed","both","cave","M_depth.wav","F_cave.wav","F_jolt.wav","F_park.wav","F_cave.wav","M_jolt.wav","F_depth.wav","M_lash.wav","M_depth.wav","M_cave.wav","F_jaw.wav","M_bluff.wav","F_priest.wav","F_cling.wav","M_cave.wav","M_priest.wav"
23,"Mixed","both","cave","F_romp.wav","M_cave.wav","F_lash.wav","F_cave.wav","F_bluff.wav","F_cad.wav","F_cave.wav","M_romp.wav","M_jolt.wav","M_cad.wav","M_cave.wav","F_depth.wav","M_depth.wav","M_romp.wav","F_greet.wav","M_jaw.wav"
24,"Mixed","both","cave","M_jolt.wav","F_bluff.wav","F_cling.wav","M_bluff.wav","F_depth.wav","M_cave.wav","F_jolt.wav","M_cave.wav","F_park.wav","M_jolt.wav","M_romp.wav","F_cave.wav","F_priest.wav","F_cave.wav","M_reek.wav","M_cling.wav"
25,"Mixed","both","tile","M_park.wav","M_priest.wav","M_romp.wav","M_tile.wav","F_romp.wav","M_depth.wav","F_romp.wav","F_tile.wav","F_reek.wav","F_greet.wav","F_cad.wav","F_tile.wav","F_greet.wav","M_tile.wav","M_knife.wav","M_jolt.wav"
26,"Mixed","both","tile","M_bluff.wav","F_tile.wav","M_gnash.wav","F_depth.wav","F_gnash.wav","F_priest.wav","F_lash.wav","F_greet.wav","M_dime.wav","F_tile.wav","M_greet.wav","M_tile.wav","M_gnash.wav","M_tile.wav","M_reek.wav","F_depth.wav"
27,"Mixed","both","tile","F_cling.wav","M_cling.wav","F_greet.wav","M_tile.wav","F_romp.wav","F_tile.wav","F_lash.wav","F_tile.wav","M_reek.wav","F_knife.wav","F_depth.wav","M_bluff.wav","M_tile.wav","M_greet.wav","M_romp.wav","M_knife.wav"
28,"Mixed","both","tile","F_knife.wav","M_tile.wav","F_bluff.wav","M_lash.wav","F_tile.wav","M_park.wav","F_greet.wav","F_romp.wav","M_tile.wav","F_greet.wav","F_tile.wav","M_dime.wav","F_priest.wav","M_gnash.wav","M_jaw.wav","M_romp.wav"
29,"Mixed","both","tile","F_lash.wav","M_lash.wav","M_tile.wav","F_park.wav","M_jaw.wav","F_tile.wav","F_lash.wav","M_cling.wav","F_romp.wav","M_cad.wav","F_greet.wav","M_priest.wav","F_tile.wav","F_lash.wav","M_tile.wav","M_romp.wav"
30,"Mixed","both","tile","F_bluff.wav","M_tile.wav","M_depth.wav","F_park.wav","F_tile.wav","F_greet.wav","F_tile.wav","M_lash.wav","M_reek.wav","F_jaw.wav","M_park.wav","F_cad.wav","M_tile.wav","F_knife.wav","M_lash.wav","M_knife.wav"
