"Trial","Condition","Talker","Target","AuditoryProbe1","AuditoryProbe2","AuditoryProbe3","AuditoryProbe4","AuditoryProbe5","AuditoryProbe6","AuditoryProbe7","AuditoryProbe8","AuditoryProbe9","AuditoryProbe10","AuditoryProbe11","AuditoryProbe12","AuditoryProbe13","AuditoryProbe14","AuditoryProbe15","AuditoryProbe16"
1,"Blocked","Male","ball","M_greet.wav","M_cave.wav","M_reek.wav","M_dime.wav","M_cad.wav","M_ball.wav","M_depth.wav","M_ball.wav","M_park.wav","M_depth.wav","M_cave.wav","M_dime.wav","M_ball.wav","M_lash.wav","M_ball.wav","M_jolt.wav"
2,"Blocked","Male","ball","M_depth.wav","M_ball.wav","M_knife.wav","M_knife.wav","M_ball.wav","M_romp.wav","M_jaw.wav","M_depth.wav","M_ball.wav","M_romp.wav","M_dime.wav","M_jolt.wav","M_jaw.wav","M_ball.wav","M_done.wav","M_done.wav"
3,"Blocked","Male","ball","M_lash.wav","M_ball.wav","M_knife.wav","M_ball.wav","M_cave.wav","M_ball.wav","M_romp.wav","M_bluff.wav","M_tile.wav","M_cling.wav","M_ball.wav","M_jaw.wav","M_lash.wav","M_gnash.wav","M_jaw.wav","M_dime.wav"
4,"Blocked","Male","ball","M_depth.wav","M_ball.wav","M_park.wav","M_bluff.wav","M_ball.wav","M_jaw.wav","M_romp.wav","M_lash.wav","M_dime.wav","M_ball.wav","M_priest.wav","M_tile.wav","M_done.wav","M_park.wav","M_ball.wav","M_lash.wav"
5,"Blocked","Male","ball","M_lash.wav","M_park.wav","M_gnash.wav","M_ball.wav","M_cad.wav","M_romp.wav","M_ball.wav","M_bluff.wav","M_dime.wav","M_greet.wav","M_gnash.wav","M_ball.wav","M_done.wav","M_ball.wav","M_knife.wav","M_cave.wav"
6,"Blocked","Male","ball","M_bluff.wav","M_ball.wav","M_cad.wav","M_reek.wav","M_jolt.wav","M_depth.wav","M_ball.wav","M_greet.wav","M_greet.wav","M_ball.wav","M_done.wav","M_dime.wav","M_ball.wav","M_reek.wav","M_tile.wav","M_tile.wav"
7,"Blocked","Male","cave","M_cad.wav","M_cave.wav","M_jolt.wav","M_cave.wav","M_reek.wav","M_cave.wav","M_romp.wav","M_tile.wav","M_done.wav","M_priest.wav","M_dime.wav","M_depth.wav","M_priest.wav","M_cave.wav","M_cad.wav","M_tile.wav"
8,"Blocked","Male","cave","M_ball.wav","M_cave.wav","M_dime.wav","M_greet.wav","M_gnash.wav","M_cave.wav","M_depth.wav","M_depth.wav","M_cave.wav","M_romp.wav","M_knife.wav","M_depth.wav","M_priest.wav","M_cave.wav","M_dime.wav","M_reek.wav"
9,"Blocked","Male","cave","M_bluff.wav","M_romp.wav","M_greet.wav","M_cave.wav","M_reek.wav","M_bluff.wav","M_cave.wav","M_greet.wav","M_bluff.wav","M_cave.wav","M_cad.wav","M_greet.wav","M_done.wav","M_cave.wav","M_done.wav","M_jolt.wav"
10,"Blocked","Male","cave","M_ball.wav","M_cave.wav","M_bluff.wav","M_lash.wav","M_knife.wav","M_done.wav","M_jolt.wav","M_tile.wav","M_cave.wav","M_done.wav","M_ball.wav","M_done.wav","M_cave.wav","M_bluff.wav","M_cave.wav","M_dime.wav"
11,"Blocked","Male","cave","M_park.wav","M_jolt.wav","M_romp.wav","M_cave.wav","M_knife.wav","M_park.wav","M_cave.wav","M_greet.wav","M_bluff.wav","M_tile.wav","M_depth.wav","M_lash.wav","M_cave.wav","M_depth.wav","M_cave.wav","M_cad.wav"
